"url","title","description","image"
"https://www.tastry.com/","Tastry – Drive Wine Sales With Targeted Recommendations",,
"https://www.aquaponicsiberia.com/?lang=en","Home - Aquaponics Iberia","Consultoria, Projetos e Formação em AQUAPONIA e Aquacultura sustentável",
"https://revibeenergy.com/","ReVibe Energy - Powering The Industrial IoT","We power the Industrial IoT by transforming vibrations into electricity. Power your IoT units without the need for standard batteries or expensive cables.","https://revibeenergy.com/wp-content/uploads/2017/12/Revibe-logotyp-copy1-e1512760099761.png"
"https://pro.hydrao.com/","Accueil HYDRAO Pro - HYDRAO | Professional Solutions","La sobriété énergétique par l'innovation, votre relais de croissance Des solutions autonomes et pédagogiques de gestion de l’eau pour mesurer et communiquer votre impact énergétique Écologie, Confort et Rentabilité",
"https://www.retailquant.com/","RetailQuant Home - RetailQuant",,
"https://eaternity.org/","Eaternity ? App'etite for Change","App'etite for Change.",
"https://linksquare.io/","LinkSquare | A handheld spectrometer that will improve your daily lives","LinksSquare is a handheld spectrometer to check food quality, verify products, and explore so many things around you. A smart scanner device to take anywhere.",
"http://www.aiconix.de/en","aiconix.ai – Die Quote für Videos",,
"https://axonify.com",,,
"https://www.beeapproved.co.uk/aboutus/","About Us - Bee Approved",,
"https://betalist.com/startups/wemonty","wemonty: Everything necessary, delivered intelligently","Everything necessary, delivered intelligently","https://betalist.imgix.net/attachments/d2cadd09-358e-4209-9a6e-acaddc1e0ed3/image.jpg?ixlib=rb-1.1.0"
"https://www.compt.io/?ref=betalist","502 Bad Gateway",,
"http://www.morethancarrots.co.uk/","400 Bad Request",,
"https://www.cogap.de/en","CoGAP Gen-Diaet",,
"https://www.fitalety.com/","Cafés 100% arabica, aux actifs d'origine naturelle minceur ou zen","Capsules compatibles Nespresso enrichies en actifs d'origine naturelle, complément alimentaire minceur efficace, décaféiné anti stress, café boostant",
"https://thea2milkcompany.com/","The a2 Milk Company","The a2 Milk Company™ is in the business of pioneering a2 Milk™ and making its unique health benefits understood and available to everybody around the world","https://thea2milkcompany.com/wp-content/uploads/a2_Rel1_Aus_TM_FullCol_small.png"
"https://www.sourcemap.com/","400 Bad Request",,
"https://www.thespikeapp.com/","Spike Diabetes Assistant","We create solutions that help diabetics monitor their health and live a healthier lifestyle.","https://res.cloudinary.com/hrscywv4p/image/upload/c_limit,fl_lossy,h_630,w_1200,f_auto,q_auto/v1/1289343/Spike_Logo_Square-01_bfphaw.png"
"https://emma.health/","Emma",,
"http://www.emulsar.com/","Emulsar | la solution en émulsion",,
"https://www.nodoughpizza.com/","nodoughpizzaco",,
"http://www.bolfoods.com","BOL Foods ","Welcome to the BOL foods website. Browse our product range, learn about our story, dive into our values and read the #plantlife blog to join our plant-based journey.","http://www.bolfoods.com//uploads/promos/Carousel-01_180119_100436.jpg"
"https://zveetz.com/","Zveetz - zuckerfreie Fruchtgummis - sugarfree fruitgums",,
"http://hello.keep-warranty.com/","Keep Warranty",,
"https://oko.ai/","oko","Intelligent Newsroom Assistant","images/oko_logo.png"
"http://www.inui-studio.com","iNUI STUDIO","Banking Solutions · Digital Signage · Innovation · Custom Development · Based in Luxembourg.","http://www.inui-studio.com/assets/img/og/inui-studio.jpg"
"https://www.leapmotion.com/","Leap Motion","Reach into the future of virtual and augmented reality with the most advanced hand tracking on Earth, used by over 300,000 developers worldwide.",
"https://get-nourished.com/","Home - NOURISH3D","At nourish3D we invented a radical new way for your daily vitamins & minerals. We print chewable, delicious stacks containing 7 personalised inclusions from a selection of 27 active ingredients. 1 of over 100 billion combinations will be just right for you. To be one of the very first to get your stack: Pre-Order now!",
"https://bulkboxfoods.com","Chef'd: Meals from $2.90","Fill your kitchen with beautiful meals starting at $2.90, while knowing you are getting the quality and value of farm to market food that your family deserves.",
"https://www.menunfc.com/","Home - MenuNFC® Multi-lingual digital menu with allergens and pictures",,
"https://unbabel.com/","Unbabel | Seamless Multilingual Support","Delight your customers, build stronger teams, scale your business — with our translation solutions, you can do what you do best, better.","https://unbabel.com/img/social-unbabel.jpg"
"https://www.wasteless.co/","Wasteless","Reduce food waste and increase sales with dynamic pricing","/Bs.WebApp.Models.Page/1/meta_image.png"
"https://www.cambridge-crops.com/","Cambridge Crops, Inc. | Somerville, MA | Solutions for Freshness","Cambridge Crops develops natural and edible solutions for extending freshness. ","https://static.wixstatic.com/media/b73a26_18c0779e75754be2803b0c60247080af~mv2.png/v1/fill/w_1732,h_476,al_c/b73a26_18c0779e75754be2803b0c60247080af~mv2.png"
"http://www.pikkart.com","PIKKART - Realtà Aumentata per Mobile","Azienda IT, unica in Italia a possedere un software di Realtà Aumentata proprietario. Professionisti di Computer Vision, Deep Learning, Machine Learning ed Intelligenza Artificiale","/immagini/logo/thumb.jpg"
"http://www.trusttm.com/en/","Home - TrusT™ App",,
"https://luckyironfish.com","Forbidden",,
"https://www.yusadrinks.com/","Yusa | Plant-Based Energy From Guayusa | United Kingdom","Yusa is the first drink in the UK to use the guayusa tea leaf to create a healthy refreshing plant-based energy drink that’s high in natural caffeine, antioxidants and low in sugar. We have added only water, plants and fruit juices to create an all-natural alternative energy drink, containing nothing artificial","https://static.wixstatic.com/media/96e271_09bca50da672485fa6c638bd5ae7ac53%7Emv2.jpg/v1/fit/w_2500,h_1330,al_c/96e271_09bca50da672485fa6c638bd5ae7ac53%7Emv2.jpg"
"https://spirugrow.com/","Spirugrow - Enjoy Fresh Now","Enjoy Fresh Now",
"http://inl.int/life-science/nano-for-food/","NANO FOR FOOD - Life Science",,"https://inl.int/life-science/wp-content/uploads/2015/07/416-e1538434099662.jpeg"
"https://syngja.dk/","Forbidden",,
"https://www.splosh.com/",,,
"https://www.greenbiz.com/article/loops-launch-brings-reusable-packaging-worlds-biggest-brands","Loop’s launch brings reusable packaging to the world’s biggest brands","Why a quirky startup has attracted P&G, Unilever, Coke, Pepsi, Nestle, Mars, Clorox, Danone and 20 other brands to a platform for disruptive packaging.","https://www.greenbiz.com/sites/default/files/styles/panopoly_image_full/public/images/articles/featured/loop-group-shot.jpg?itok=lSfHwEiU"
"https://www.dropwater.co/","Drop Water | United States | Eco-friendly bottled water","Drop Water is reinventing how bottled water is made and distributed. Our kiosks bottle drinks at the point of purchase in 100% compostable bottles.","https://static.wixstatic.com/media/7dcc42_9c3c7dbcbe9445c5965c43e847f852b3%7Emv2.png"
"http://www.framieapp.com/","Framie - Collect the World","Framie is a mobile app that empowers any brand to create digital collections, composed of placeholder pictures, for their users to complete with their own pictures. Step up your user engagement game!",
"https://youclap.tech/","YouClap - App Challenges | Challenge App",,
"https://olioex.com/","OLIO - The Food Sharing Revolution","Welcome! OLIO connects neighbours and local shops so surplus food & other household items can be shared. Featured by the BBC, Wired, TimeOut","https://olioex.com/wp-content/uploads/2017/03/facebook-share.png"
"https://www.twoosk.com/page/about-us","About us - twoosk | Matching Opportunities","Find more about twoosk! Why we exist and our Story. What values we believe and that are the basis for matching opportunities within a trustful curated community",
"https://www.joinforge.com/","Forge – Work Life Balanced",,
"https://tubularlabs.com/","Tubular Labs - Video intelligence to help grow and monetize your business","Tubular is the world-leader in social video analytics and sponsored video intelligence to help you grow and monetize your business.","http://tubularlabs.com/wp-content/uploads/2017/12/Tubular-Social-Sharing-Image-Facebook@1x.jpg"
"https://www.beyondmeat.com/","Beyond Meat - The Future of Protein™",,
"https://www.quorn.co.uk","Recipes, Products and News from Quorn. Healthy Protein. Healthy Planet.","Enjoy healthy, low fat vegetarian versions of your favourite recipes. Browse products & learn about our mission to produce healthy protein for a healthy planet.","https://www.quorn.co.uk/img/content/share-home.jpg"
"https://wholifoods.com/","Forbidden",,
"https://cuisinesoleil.com/en/","403 Forbidden",,
"http://algamafoods.com/","Algama | Microalgae Pioneer","Algama creates the next-generation daily food product that harnesses the unique potential of microalgae with a tasty spoonful of joy: good for people and sustainable.",
"https://seamorefood.com/","Seamore. Some seaweed, we seamore - Seamorefood.com","We believe we have found something that will change the way we think of food. Upgrade your food with I sea bacon and I sea pasta.",
"https://www.sensbar.com/en","Cricket Flour Protein & Energy Bars | SENS","The most innovative bars with crickets, the new superfood. Pure ingredients only, no added sugar, gluten free and delicious.","https://assets.sensbar.com/webpage/images/SENS_landing_intro-L-1c.jpg"
"https://www.eatizz.com/en/","Eatizz: Stop food waste","Eatizz: Stop food waste, last-minute discounts",
"https://movingworlds.org/international-corporate-volunteering","International corporate volunteering programs - from pilot to scale | MovingWorlds.org","MovingWorlds helps leading corporations build scalable programs that deliver triple-bottom line benefits.","//images.ctfassets.net/e6h4r2c2hknq/4Se8FehupGeoc4uWQ2S46W/446f25aaa8d256ce0d268e489633310c/Lynn-Thurston-Blog-Post-Photos-2-e1517436437572.jpg?fit=fill&w=1200&h=630"
"https://werk.co/","A Flexible Future of Work Is Here | Werk","Werk's technology puts flexibility insights and data into the hands of companies to help them work smarter. Request a demo to learn more.","https://werk.co/images/meta-general.jpg"
"https://www.nutrasign.io/en/","NUTRASIGN",,
"https://www.sap.com/products/batch-product-traceability.html","Product Traceability and Genealogy | SAP","Get real-time insight into batch genealogy with our product traceability software – SAP Global Batch Traceability.","http://www.sap.com/dam/application/imagelibrary/photos/277000/277277_prod2hero_Cloud4Analytics_Visualize.jpg.adapt.640_-1.false.true.false.false.jpg"
"https://traace.io/
","Track your products anywhere in the world","Easily create branded interaction experiences for your partners and consumers to monitor every single unit of your products journey and lifecycle.","https://traace.io/images/ogimage.png"
"http://www.smartlogo.it/","smartLOGO | smartLOGO | La vera alternativa al QR-Code","smartLOGO, la vera alternativa al qr-code ti permette di ingaggiare il tuo consumatore con contenuti rilevanti
",
"https://uwinloc.com/","UWINLOC | New Indoor Location System for assets tracking","Tag your assets, reduce your delays, and optimize your stock flow with UWINLOC's innovative indoor location system, a new standard for IoT assets tracking.",
"https://bettercotton.org/","Home - Better Cotton Initiative","The Better Cotton Initiative exists to make global cotton production better for the people who produce it, the environment it grows in and the sector’s future","https://bettercotton.org/wp-content/uploads/2013/12/11850731595_1174368db5_o.jpg"
"https://www.toptal.com/careers","Remote Tech Jobs with Toptal","Toptal is a rapidly growing tech start-up connecting the top 3% of talent in business, design, and technology to top professional clients.","https://bs-assets.toptal.io/blackfish-assets/public/base/images/logo/og_image_default_f7e298.png"
"https://www.knotel.com","Knotel | Homepage","Knotel is changing the way companies find, design, and build office space, while offering operational flexibility which lowers risk as your company changes. ","http://www.knotel.com/static/assets/knotel-4095f2fdcefbb2d3ee2eb6cb366b2986.jpg"
"https://www.smartaisle.io/","SmartAisle",,
"https://www.bitext.com/","Bitext. We help AI understand humans. Chatbots Machine Learning","Named Cool Vendor by Gartner. Pioneering a new NLP middleware industry that helps chatbots understand people. Deep Linguistic Analysis platform that handles any language, variant and vertical. Open to integration with AI engines- Machine learning and DL",
"https://www.3d-berlin.com/en/","3d-berlin | Home",,
"https://www.eyeconic.com/help-me/virtual-try-on","Virtual Try-On Tool for Glasses & Sunglasses – Eyeconic","Use a webcam to see what you'd look like in any pair of glasses, then share with friends. Shopping for glasses online is easy with our Virtual Try-On tool.",
"https://www.goinstore.com/","Go Instore | Immersive live video commerce","We bring the world’s digital experiences to life through our immersive live video technology and expertise - Find out how we increase sales and improve customer experience for global brands like Farfetch, Porsche, Marriott International, Redrow, Sofa.com and how we can help you",
"http://ecodyger.com/","Ecodyger - Trasform your waste into a helpful resource","Ecodyger traite les déchets organiques sur place et permet d'en résuire le volume de 70% à 90% qu'il ne devienne des ordures. Le substrat obtenu est utilisable comme compost de haute qualité","http://ecodyger.com/wp-content/uploads/2014/07/socialicon.jpg"
"https://www.elvisandkresse.com/","Forbidden",,
"http://eot.pt/en/","EnergyOT | The Energy Of Things",,
"https://www.docplanner.com/about-us","Docplanner Group","Find the best physicians, search by location and specialty. Book your doctor appointment online on Doctoralia. Ask an expert.",
"https://kubo.education/","KUBO Robotics - A simple solution to introduce coding in the classroom","KUBO is a simple, intuitive solution, that makes it easy for teachers to introduce computer science and coding to students as young as four.",
"https://thebookofeveryone.com/","Make a personalised book. A unique gift idea for him & her!","Create a beautifully designed, personalised gift book celebrating someone's life, based on their birth date. Make a book in only 40 seconds!","https://dmwtc4afbu6an.cloudfront.net/images/og_card-41e44799368bdf181ce01cef8444edb7.jpg?vsn=d"
"http://www.ionseed.eu/","Ionseed - Your energy. Your Rules.","Distributed Energy Storage. Your Energy. Your Rules",
"https://situm.es/en","Situm Indoor Positioning. Minimal Infrastructure. Highest precision. Fastest deployment.","Situm is present in thousands of buildings from different industries worldwide, from hospitals, airports and train stations to museums, corporate buildings and factories, providing the most precise indoor positioning with the minimal infrastructure","https://situm.es/img/facebook/08zf6jwooduzakd41zbjsi7taqypo7/F0000000460_Situm_indoor_positioning.png"
"https://www.nevisq.com/home","nevisQ - Die intelligenten Fußleisten","nevisQ - Die intelligenten Fußleisten zur diskreten Überwachung von Räumen","https://www.nevisq.com/pics/nevisQ.jpg"
"http://www.cloqwerk.com/home.html","Home",,"//nebula.wsimg.com/95d084e810e28480825274d30e885bd9?AccessKeyId=159E94A845D5D9049890&disposition=0&alloworigin=1"
"http://swiftwallet.io/","Swift Wallet",,
"https://pingpilot.com/","PingPilot: Voice, SMS & Live Chat for Sales & Support","Build human connections across the universe by using voice, sms, and live chat for sales, marketing, and customer support in your websites and beyond.","https://live-pingpilot.pantheonsite.io/wp-content/uploads/2017/08/facebook-og-image.png"
"https://www.optionizr.com/","Home",,
"https://www.themotion.com/","400 Bad Request",,
"https://www.omknee.com/","Omknee | Reshape retail management",,
"https://agrimp.com/","Agrimp",,
"http://gcourage.com/","Good Courage - Cellar Management and Data Service Provider","CellWine – An advanced cellar management system to manage your wine collections and let you trade your wine with other wine lovers. Powered by Good Courage","http://gcourage.com/wp-content/uploads/2017/03/logo_desk_2x-1.png"
"https://www.flow.ai/","Design and deploy conversational apps faster","Flow.ai is a professional software platform for creating conversational UIs, AI assistants and chatbots.","https://flow.ai/assets/images/social/facebook.png"
"https://kami.ai/","KAMI AI - Personalised AI That We Can Trust","KAMI's Conversational AI architecture is designed to empower machines with the abilities of understanding and generating natural dialogue.",
"https://www.coolerscreens.com/","400 Bad Request",,
"https://www.affectiva.com/","Home - Affectiva","Emotion Recognition Software and Analysis",
"https://profila.com/","400 Bad Request",,
"https://www.adpack.tv/","adpack | dooh revolution",,
"http://www.arpa.tech/indexe.html","ARPA ELASTIC SOLUTIONS","ARPA TECH",
"http://sightcorp.com/crowdsight/","CrowdSight SDK - Integrate with your own solution! - Sightcorp","Crowdsight SDK is a Cross-platform Face Analysis Software for audience behavior and interest analysis in real-time. Request your CrowdSight SDK 14-day free trial now!","https://sightcorp.com/new/wp-content/uploads/skyscanner1.png"
"https://prism.com/","Prism Skylabs: Transform your cameras into powerful business tools","Prism transforms your cameras into powerful business tools. Our cloud intelligence platform uses computer vision, AI and machine learning to unlock insights from video. Leading companies in 80 countries around the world use Prism to manage, improve and grow their business. ",
"http://lab4motion.com/","Digital Merchandising | Lab4Motion","Lab4Motion turns pictures into profits- utilizing Artificial Intelligence we help FMCG companies and retailers obtain reliable feedback on the presence of products on store shelves. Our unique digital merchandising solution guarantees 98% recognition precision of SKU's.",
"http://www.infor.com/product-summary/retail/demand-management/","Demand Management | Sales Forecasting Software for Retail | Infor","Demand Management offers cloud-native, predictive, and machine-learning solutions that bring precision to forecasting.",
"https://azure.microsoft.com/pt-pt/services/machine-learning/","Machine Learning Studio | Microsoft Azure","Crie soluções de análise preditiva rapidamente na cloud com o Azure Machine Learning Studio, uma ferramenta colaborativa com operação de arrastar e largar.","https://azure.microsoft.com/svghandler/machine-learning-studio?width=600&height=315"
"https://www.blue-yonder.com/em","Blue Yonder",,
"https://www.activitystream.com/","Activity Stream",,
"http://www.presenso.com/technology-industrial-analytics/","Machine Learning Technology for Predictive Maintenance","Presenso uses advances in Automated Machine Learning or AutoML to develop the latest Predictive Maintenance tools for industrial plants.",
"https://www.add-for.com/predictive-maintenance/","Predictive Maintenance | Addfor Artificial Intelligence for Engineering","Predictive Maintenance: more efficient maintenance operations by extending components life over the scheduled intervals.","https://www.add-for.com/wp-content/uploads/2017/03/Predictive_Maintenance_Addfor_Solutions.jpg"
"https://www.advelvet.com","AdX Floor Price Optimization using AI | advelvet",,
"https://dressupai.bitbucket.io/signup/","Dressup AI","Sign up to Dressup.ai",
"https://www.tarent.de/en/services/products/sellfio","Page not found » tarent",,"https://www.tarent.de/wp-content/uploads/og_default-1.jpg"
"http://heptasense.com/","Heptasense","Heptasense Website",
"https://www.forter.com/","Fraud Prevention Solution | Ecommerce Fraud Protection | Forter","Forter offers unmatched fraud prevention and protection with real-time automated decisions for all transactions. Learn more about our solution.",
"http://www.growtogreen.com/","Grow to Green",,
"https://www.facebook.com/pg/koaloponics/about/","Atualiza o teu browser | Facebook",,
"https://apeelsciences.com/","Home","We believe in abundance. var htmlDiv = document.getElementById(""rs-plugin-settings-inline-css""); var htmlDivCss=""""; if(htmlDiv) { htmlDiv.innerHTML = htmlDiv.innerHTML + htmlDivCss; }else{ var htmlDiv = document.createElement(""div""); htmlDiv.innerHTML = """" + htmlDivCss + """"; document.getElementsByTagName(""head"")[0].appendChild(htmlDiv.childNodes[0]); } if (setREVStartSize!==undefined) setREVStartSize( {c: '#rev_slider_24_1', gridwidth: [1280], gridheight: [720], [...]","https://apeelsciences.com/wp-content/uploads/2018/09/fbog-image.jpg"
"https://www.hazeltechnologies.com/","Hazel Technologies, Inc.","INCREASE SHELF LIFE. DECREASE WASTE. Great things come in small packages: Meet Hazel®— the smallest, biggest thing to happen to your supply chain.","https://uploads-ssl.webflow.com/5ac50fbc851dd7333c6e171b/5c3524231c5d603acd5a21f1_Title.jpg"
"http://www.bionatsolutions.com/","Bio Natural Solutions",,
"http://www.magnomics.pt","Magnomics","Nanotech for Life","https://s0.wp.com/i/blank.jpg"
"https://cue.me/product","400 Bad Request",,
"https://www.microsoft.com/en-us/hololens","Microsoft HoloLens | Mixed Reality Technology for Business","Introducing HoloLens 2, an untethered mixed reality headset that's designed to help you solve real business problems today using intelligent apps and solutions.","https://img-prod-cms-rt-microsoft-com.akamaized.net/cms/api/am/imageFileData/RWtpVn"
"http://www.ccg.pt/","Início - CCG","O Centro de Computação Gráfica (CCG) é uma entidade qualificada pelo Sistema Científico e Tecnológico Nacional (SCTN) para a Prestação de Serviços de Investigação & Desenvolvimento Tecnológico e para a Consultoria e Serviços de Apoio à Inovação das empresas",
"http://www.c2sense.com/","C2Sense – Gas Sensing Technologies",,
"http://www.ucd.ie/refrig/","UCD Food Refrigeration and Computerized Food Technology",,
"https://www.sintef.no/en/latest-news/x-ray-scanning-to-guarantee-meat-tenderness/","X-ray scanning to guarantee meat tenderness - SINTEF","Consumers may soon have a guarantee for the quality of meat they're paying for.","https://geminiresearchnews.com/wp-content/uploads/2015/04/kjtt-thinkstock.jpg"
"https://noticias.up.pt/nanotecnologia-pode-contribuir-para-um-melhor-vinho/","Doutoranda da Faculdade de Ciências cria nanosensor “enólogo”","Sensor desenvolvido por Joana Guerreiro, doutoranda em Química e investigadora do Centro de Investigação em Química, pode ajudar os profissionais a estimar a adstringência dos vinhos.","https://noticias.up.pt/wp-content/uploads/2013/06/vinho01.jpg"
"https://chain.com","Sequence by Chain","The database for the token economy.",
"https://ripple.com","Ripple - One Frictionless Experience To Send Money Globally | Ripple","Ripple connects banks, payment providers, digital asset exchanges and corporates via RippleNet to provide one frictionless experience to send money globally","https://cdn.ripple.com/wp-content/uploads/2014/09/insights-ripplenet%402x.jpg"
"https://www.agroop.net/en/whatwedo","Agroop | Crop Monitoring Technology","The technological solution that brings agronomists and farmers together. Save resources, prevent risks and maximize your production.","https://www.agroop.net/static/e9a46789054c3337a506ffa991521c93/8a184/homepage.jpg"
"https://www.nfcworld.com/2014/05/22/329286/telstra-digital-uses-nfc-broadband-customers-access-instant-help/","Telstra uses NFC to cut costs and improve customer service for broadband users • NFC World","StepOne's new Contextual Care platform used to deliver new service it expects to be able to use to both cut costs and improve customer service","https://www.nfcworld.com/wp-content/uploads/2014/05/stepone-bill-gravette.jpg"
"https://econsultancy.com/blog/65307-five-retailers-using-nfc-and-rfid-to-enhance-shopping-but-do-they-work","Five retailers using NFC and RFID to enhance shopping: but do they work? – Econsultancy","Let's take a look at who is using this technology in retail.
I'm not looking at payment here, which NFC has been mired in, merely how the shopping experience can be enhanced.
I'll get a few things off my chest about what works and what doesn't. First, a super quick differentiation between the two technologies.
Near field communication (NFC) is capable of two way communication, so payment (a debit and credit) for example, or even in medicine (a tag in your skin could send vital signs to your smartphone), and it works only at short distances. NFC can be used more basically, to simply transmit set information to a phone or tablet.
Radio frequency identification (RFID) has been around for yonks, the tags only transmit information, to an RFID reader (an NFC enabled phone or tablet such as an Android can be used as a reader, but for an iPhone a separate reader is required). These tags have been traditionally used in stock control.
There's bluetooth low energy (e.g. iBeacons) in the mix, too. However, many of the uses of beacons have been for push messaging to customers.
In this piece I'm not going to be talking about geofencing which can be done with RFID, GPS or low energy bluetooth (iBeacons). I'll be focusing on active rather than passive engagement, though I'll discuss iBeacons in my conclusion (as they're rapidly taking hold in many of the same scenarios).
Right, now that's taken care of, let's dive in...","https://econsultancy.imgix.net/content/uploads/2014/08/12130037/made_showroom.png"
"http://www.sonova.com/en/features/3d-printing-technology-improved-hearing","3D printing technology for improved hearing | Sonova","Sonova was a pioneer in 3D printing. Today 3D printing has long been the standard at Sonova for manufacturing custom-made hearing aid shells and earpieces.","https://www.sonova.com/sites/default/files/Sonova%203D-printing_start.jpg"
"https://www.starship.xyz/","Starship",,
"https://www.engadget.com/2018/10/04/toyota-softbank-monet/?guccounter=1&guce_referrer_us=aHR0cHM6Ly93d3cuZ29vZ2xlLnB0Lw&guce_referrer_cs=fDjI0Mr5EA-YXelsnfyxiQ","Toyota's e-Palette concept is edging closer to reality","Toyota and Softbank have formed a new venture called ""MONET.""","https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fs.aolcdn.com%2Fhss%2Fstorage%2Fmidas%2F97b476969963c6c9f5299582667cbe68%2F206713157%2Feng-palette-edJT.jpg&client=amp-blogside-v2&signature=59258260be614c371a4ea6ad725a694164a3c65a"
"http://www.karispro.de/",,,
"https://www.amazonrobotics.com/#/","Amazon Robotics","At Amazon Robotics, we are continually reimagining what now looks like. We see the big picture, imagine a better one, and make the connections that turn complex problems into elegantly simple solutions. Our drive toward a smarter, faster, more consistent customer experience fuels Amazon - and the industry - forward, now. With a fearless resolve to achieve the improbable with real solutions, we meet tomorrow's challenges today. We Reimagine Now.","https://d3hondn7jdiz1d.cloudfront.net/og/og-200x200.jpg"
"http://www.kuka-robotics.com/en/","industrial intelligence 4.0_beyond automation | KUKA AG","A KUKA AG é um dos fornecedores líder mundial em robótica, bem como tecnologia de equipamentos e sistemas, e pioneiro na Industria 4.0.","https://www.kuka.com/-/media/kuka-corporate/images/technologies/industrie-40/kuka-industrie-4-0.jpg"
"http://www.myzone.org/meet-the-mz3/","403 Forbidden",,
"https://www.skulpt.me/","Skulpt - Measure Body Fat Percentage and Muscle Quality","Skulpt changes how fitness is measured by tracking when your losing fat and gaining muscle for up to 24 individual muscles as well as your total body.","http://www.skulpt.me/images/social/skulpt-logo.png"
"http://www.aao.org/newsroom/news-releases/detail/programmable-electronic-glasses-provide-children-e","Programmable Electronic Glasses Provide Children Effective, Digital Lazy Eye Treatment","Programmable digital glasses for lazy eye work as well as eye patching, study shows, improving vision by about 2 lines on the reading chart after 3 months. First new effective lazy eye treatment in 50","https://www.aao.org/Images/UI/FacebookDefault.png"
"https://owletbabycare.co.uk/","Forbidden",,
"https://www.kinsahealth.co/products/","Products – Kinsa Inc.",,
"http://www.suitx.com/phoenix","PHOENIX Medical Exoskeleton | suitX",,
"https://www.sri.com/brochures/superflex-soft-biofidelic-actuated-exosuit","SuperFlex Soft Biofidelic Actuated Exosuit | SRI International",,
"https://wearkinetic.com/","KINETIC","Reduce workplace injuries by as much as 84%. KINETIC REFLEX is safety technology for the connected workforce.",
"https://www.truposture.com/","TruPosture - World's 1st Posture Training Smart-Shirt uses multi-sensors.","Most accurate Posture Trainer shirt looks at the entire spine using multiple sensors. Provides real-time display of your posture on our free Apps.","https://www.truposture.com/wp-content/uploads/2016/02/TruPosture-Posture-Tracking-and-Training-SmartShirt-Logo-1-e1458106072230.png"
"http://prana.co/","Prana Tech |",,
"https://www.percko.com","PERCKO: Vêtements Correcteur de Posture / Anti-Mal de DosSuivez postureÉvitez les gestes à risqueexo_ICONSuivez postureÉvitez les gestes à risqueexo_ICON","Découvrez les vêtements qui vous réapprennent à vous tenir droit. Notre technologie vous invite à vous redresser et vous aidera à réduire vos maux de dos.",
"https://ouraring.com/","Oura Ring: the most accurate sleep and activity tracker","Oura Ring: the most accurate sleep and activity tracker is all about you: it measures the physiological signals of your body, understands your lifestyle, and guides you to make your own optimal daily choices. The ring features scientifically validated sleep tracking and personalized guidance.","https://d1a0efioav7lro.cloudfront.net/wp-content/uploads/2018/10/19180301/Bannerherohome.jpg"
"https://www.indiegogo.com/projects/eversleep-wake-up-refreshed-5-in-1-sleep-tracker-health-technology--2#/","403 Forbidden",,
"http://www.trylive.com/solutions/trylive-eyewear-virtual-mirror/overview","Virtual Try On Solutions for Glasses","TryLive Eyewear acts as a virtual mirror that enables to try-on sunglasses and prescription glasses at home, in-store and on your mobile phone. TryLive Eyewear is easy to configure thanks to an intuitive web interface.","http://www.trylive.com/sites/all/themes/trylive/logo.png"
"https://m.blog.naver.com/711sns/221006724498","[????? ????] 4? ???? ??, '???' ??? ??? ??? ??!","?????, ???~ ??? ?? HOT? ??? ?? ???:) ??? ??, ?????? 31?? ??...","https://blogthumb.pstatic.net/MjAxNzA1MTVfNDIg/MDAxNDk0ODM5Mjk0NTIx.EC8k5tBSIFQ-yMOwgcqgRReQtbkR58uGEAY23UP-Ykog.ZlOQ3mFs9Zo7GGV61avkdFY8T7YWFg3Nk09pS3Ak0MYg.JPEG.711sns/%BD%BA%B8%B6%C6%AE%C6%ED%C0%C7%C1%A1blog_%BD%E6%B3%D7%C0%CF.jpg?type=w2"
"https://selfiepay.co/","selfiepay | more secure payment connections",,
"http://www.mytouchpayments.com/default.aspx","MyTouch - Fingerprint payment solutions","MyTouch gives you the opportunity of linking your fingerprint to your methods of payment in a free and safe process.",
"https://www.ikea.com/ms/en_US/this-is-ikea/ikea-highlights/Virtual-reality/index.html","Virtual Reality - IKEA","It’s when you’ve put the headset on that it happens: your eyes open up to a totally different room from where you know your feet are standing. It’s like stepping into a fairytale - but better! Now you’re able to walk around a real size, make-believe 3D kitchen and interact with objects.","https://www.ikea.com/ms/img/ads/vitality/ikea_highlight/open_graph_img/virtual-reality_og-img.jpg"
"http://www.byar.pt/","byAR Augment Your Reality","Por um mundo mais experiencial e imersivo","http://byar.pt/og-image.jpg"
"http://www.ubimax.com/en/","Ubimax – wear IT at work","Ubimax is the Global Market Leader for Enterprise Wearable Computing and Augmented Reality solutions.",
"https://gizmodo.com/13-fascinating-farming-robots-that-will-feed-our-future-1683489468","13 Fascinating Farming Robots That Will Feed Humans of the Future","Among other predictions, Interstellar offered us some clues about the future of farming. Long story short: It&#39;s all about the robots. From field scouting drones to robotic harvesters, the industry that keeps you fed is becoming totally dominated by autonomous machines. ","https://i.kinja-img.com/gawker-media/image/upload/s--PmmHPj_0--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/qwimep4soyebvdcee4ke.jpg"
"https://www.softbankrobotics.com/us/pepper","Pepper | Softbank",,
"http://followinspiration.pt/","Follow Inspiration","Follow Inspiration is an innovative technology company which believes in improving people's lives","http://followinspiration.pt/wp-content/themes/followinspiration/img/og-image.jpg"
