highlight_uid,highlight_name,highlight_type,highlight_author,app_name,APPL #1,APPL #2,APPL #3,APPL #4,app_code_list,manual_highlight_description,highlight_description,manual_image_url,image_url,video_url,main_link,article_links,tech_previous_work_description,tech_previous_work_url,tech_recommendation,tech_impact,notes,related_highlights,tech_external_url,partner_suricata_link,related_highlights,related_highlights,new image,Please write your initials on column F before starting to fill out new entries
PRT130,Affectiva,partner,jgp,"Biometric Validation and Analytics
Praise humanity",BIOMVALI,PRAIHUMA,,,"BIOMVALI,PRAIHUMA",Affectiva's emotion recognition tech is built with deep learning and is the world’s largest emotion database. Their software empowers digital experiences and enhances consumer insight.,Affectiva's emotion recognition tech is built with deep learning and is the world’s largest emotion database. Their software empowers digital experiences and enhances consumer insight.,https://foolventures.com/wp-content/uploads/2019/02/affectiva.png,https://foolventures.com/wp-content/uploads/2019/02/affectiva.png,,https://www.affectiva.com/,,,,,,,"TECH01,TECH02",,,,,,https://foolventures.com/wp-content/uploads/2019/02/affectiva.png
TECH21:4,Agroop,partner,tpc,"As cheap as the cheapest
Traceability applications",CHEACHEA,TRACEABI,,,"CHEACHEA,TRACEABI",Agroop is developing a Bigdata platform based on a combine software and IoT solution to help farmers to produce more using less resources.,Agroop is developing a Bigdata platform based on a combine software and IoT solution to help farmers to produce more using less resources.,"https://res-5.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_120,w_120,f_auto,b_white,q_auto:eco/rc1o0bt4tikxiqno8svk","https://res-5.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_120,w_120,f_auto,b_white,q_auto:eco/rc1o0bt4tikxiqno8svk",,https://www.agroop.net/en/whatwedo,,,,,,,,,,"TECH21:1,TECH21:3,TECH21","TECH21,TECH21:1,TECH21:3",,"https://res-5.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_120,w_120,f_auto,b_white,q_auto:eco/rc1o0bt4tikxiqno8svk"
PRT021,Caper,partner,aec,Automatic Order and Checkout,AUTOORDE,,,,AUTOORDE,"AI Powered Retail -Checkout made easy. Just toss it in, and leave.
With our next generation smart self-checkout cart, powered by deep learning & computer vision, items are instantly detected as","AI Powered Retail -Checkout made easy. Just toss it in, and leave.
With our next generation smart self-checkout cart, powered by deep learning & computer vision, items are instantly detected as",https://www.advancingretail.org/sites/default/files/styles/thumbnail/public/logos/0_16.png?itok=Czf5aYah,https://www.advancingretail.org/sites/default/files/styles/thumbnail/public/logos/0_16.png?itok=Czf5aYah,,https://www.advancingretail.org/solutions/caper,,,,,,,,,,,,,https://www.advancingretail.org/sites/default/files/styles/thumbnail/public/logos/0_16.png?itok=Czf5aYah
TECH09:1,Alexa,partner,tpc,Voice Control,VOICCONT,,,,VOICCONT,"Alexa is a device capable of voice interaction, music playback, making to-do lists, setting alarms, streaming podcasts, playing audiobooks, and providing weather, traffic and other real time information.","Alexa is a device capable of voice interaction, music playback, making to-do lists, setting alarms, streaming podcasts, playing audiobooks, and providing weather, traffic and other real time information.",/main/img/oldtechimg/Alexa.jpg,/main/img/oldtechimg/Alexa.jpg,,https://www.amazon.com/Amazon-Echo-Bluetooth-Speaker-with-WiFi-Alexa/dp/B00X4WHP5E,,,,,,,,,,"TECH09:2,TECH09:3,TECH09","TECH09:3,TECH09,TECH09:2",,/oldtechimg//main/img/oldtechimg/Alexa.jpg.jpg
TECH70:3,Snabble,partner,tpc,"As cheap as the cheapest
Automate repetitive tasks",CHEACHEA,AUTOTASK,,,"CHEACHEA,AUTOTASK","APP for self-scanning and self-checkout. This system prevents shoplifting in checkout using special algorithms. It can also have online payment depending on customer trust level, checking out without queuing.","APP for self-scanning and self-checkout. This system prevents shoplifting in checkout using special algorithms. It can also have online payment depending on customer trust level, checking out without queuing.",https://www.tarent.de/wp-content/uploads/mobile-self-scanning-and-self-checkout-snabble@3x.jpg,https://www.tarent.de/wp-content/uploads/mobile-self-scanning-and-self-checkout-snabble@3x.jpg,,https://www.tarent.de/en/product/snabble-self-scanning/,,,,,,,,,,"TECH70:2,TECH70:4,TECH70:1,TECH70:5,TECH70","TECH70,TECH70:1,TECH70:2,TECH70:4,TECH70:5",,https://www.tarent.de/wp-content/uploads/mobile-self-scanning-and-self-checkout-snabble@3x.jpg
TECH11:1,"Nelson and Pade, Inc.®’s ",partner,tpc,"Clean Label
Traceability applications
Instore Food Preparation",CLEALABE,TRACEABI,FOODPREP,,"CLEALABE,TRACEABI,FOODPREP","Aquaponic Systems® produce higher quality fish and vegetables with increased production over other systems. The water flowing through the system is nutrient-rich, but clear, providing bio-security and food safety. The plant roots are bright white and clean and the fish are raised in fresh, clear water.","Aquaponic Systems® produce higher quality fish and vegetables with increased production over other systems. The water flowing through the system is nutrient-rich, but clear, providing bio-security and food safety. The plant roots are bright white and clean and the fish are raised in fresh, clear water.",https://aquaponics.com/wp-content/themes/aquaTheme/images/nelson-and-pade-logo.jpg,https://aquaponics.com/wp-content/themes/aquaTheme/images/nelson-and-pade-logo.jpg,,https://aquaponics.com/aquaponic-systems/,,,,,,,,,,"TECH11:3,TECH11:2,TECH11","TECH11,TECH11:2,TECH11:3",,https://aquaponics.com/wp-content/themes/aquaTheme/images/nelson-and-pade-logo.jpg
TECH54:3,arc-net,partner,tpc,Traceability applications,TRACEABI,,,,TRACEABI,"arc-net connects every step of your product's journey to deliver supply chain transparency and product security. The arc-net toolset provides an easy to use scalable platform, powering the strategic insights that unlock profit .","arc-net connects every step of your product's journey to deliver supply chain transparency and product security. The arc-net toolset provides an easy to use scalable platform, powering the strategic insights that unlock profit .",https://arc-net.io/assets/images/arcnet-logo.svg,https://arc-net.io/assets/images/arcnet-logo.svg,,http://arc-net.io,,,,,,,,,,"TECH54:1,TECH54","TECH54,TECH54:1",,https://arc-net.io/assets/images/arcnet-logo.svg
TECH05:2,Machina Metrica,partner,tpc,"As cheap as the cheapest
Automate repetitive tasks
Prevention and Reactive Transparency",CHEACHEA,AUTOTASK,PREVPROT,,"CHEACHEA,AUTOTASK,PREVPROT",Artificial intelligence (AI) applied to reliability and severity forecasting. Automated or ad-hoc analysis of machine component degradation and lifecycle. Triangulation of information for producing robust and accurate forecasts. Enhance quantifiable insights in support of maintenance planning activities. Machina Eletrica also applies AI to fault detection: automated analysis of fault root causes and fault signature pattern matching.,Artificial intelligence (AI) applied to reliability and severity forecasting. Automated or ad-hoc analysis of machine component degradation and lifecycle. Triangulation of information for producing robust and accurate forecasts. Enhance quantifiable insights in support of maintenance planning activities. Machina Eletrica also applies AI to fault detection: automated analysis of fault root causes and fault signature pattern matching.,/main/img/oldtechimg/machina.jpg,/main/img/oldtechimg/machina.jpg,,http://www.machinametrica.com/predictive-maintenance-software-platform.html,,,,,,,,,,"TECH05:3,TECH05:1,TECH05","TECH05,TECH05:1,TECH05:3,TECH08,TECH08:1,TECH08:2,TECH08:3,TECH08:5",,/oldtechimg//main/img/oldtechimg/machina.jpg.jpg
PRT023,Aipoly,partner,jgp,Automatic Order and Checkout,AUTOORDE,,,,AUTOORDE,"Artificial Intelligence for the Blind and Visually Impaired. Aipoly is an app that uses Vision AI to recognize objects in real-time. Works in 26 languages and identifies over 5,000 objects.","Artificial Intelligence for the Blind and Visually Impaired. Aipoly is an app that uses Vision AI to recognize objects in real-time. Works in 26 languages and identifies over 5,000 objects.",,,,https://www.aipoly.com/,,,,,,,,,,,,,
PRT024,ITAB,partner,jgp,Automatic Order and Checkout,AUTOORDE,,,,AUTOORDE,"As Europe's leading supplier, ITAB has the experience and expertise to help retail chains choose the right equipment for the checkout aisle based on the shop's size, flow of goods and number of visitors.

As an alternative to manned checkouts, ITAB has developed efficient self checkout solutions which mean that consumers can quickly, conveniently and reliably check and scan their items themselves at the checkout. We also have a new solution for the ""just walkout technology"", AirFLOW. ","As Europe's leading supplier, ITAB has the experience and expertise to help retail chains choose the right equipment for the checkout aisle based on the shop's size, flow of goods and number of visitors.

As an alternative to manned checkouts, ITAB has developed efficient self checkout solutions which mean that consumers can quickly, conveniently and reliably check and scan their items themselves at the checkout. We also have a new solution for the ""just walkout technology"", AirFLOW. ",,,,https://itab.com/en/our-offer/checkout-arena/,,,,,,,,,,,,,
PRT093,Ambrosus,partner,aec,Traceability applications,TRACEABI,,,,TRACEABI,"At the Ambrosus project we aim to radically improve the global supply chains by creating a trusted ecosystem where we can reliably record the entire history of products and execute commercial transactions accordingly. We seek to enable a more secure and autonomous supply chain, improve distribution processes and allow consumers to easily see where their products come from and what is really in them.","At the Ambrosus project we aim to radically improve the global supply chains by creating a trusted ecosystem where we can reliably record the entire history of products and execute commercial transactions accordingly. We seek to enable a more secure and autonomous supply chain, improve distribution processes and allow consumers to easily see where their products come from and what is really in them.",https://ambrosus.com/wp-content/themes/Abrosus/assets/img/ambrosus-website-image.png,https://ambrosus.com/wp-content/themes/Abrosus/assets/img/ambrosus-website-image.png,,https://ambrosus.com/,,,,,,,,,,,,,https://ambrosus.com/wp-content/themes/Abrosus/assets/img/ambrosus-website-image.png
TECH07:2,AWARE,partner,tpc,Automatic Order and Checkout,AUTOORDE,,,,AUTOORDE,"AWARE is AI-personalization designed for the mobile-first world. With a single-API integration to Sentient’s AI Shopper Engine™, it can be deployed frictionless, intuitive and personalized shopping experiences across all digital channels, starting with the oneshoppers use most: mobile.","AWARE is AI-personalization designed for the mobile-first world. With a single-API integration to Sentient’s AI Shopper Engine™, it can be deployed frictionless, intuitive and personalized shopping experiences across all digital channels, starting with the oneshoppers use most: mobile.",/main/img/oldtechimg/aware.jpg,/main/img/oldtechimg/aware.jpg,,https://www.sentient.ai/aware/,,,,,,,,,,"TECH07:3,TECH07:1,TECH07","TECH07,TECH07:1,TECH07:3",,/oldtechimg//main/img/oldtechimg/aware.jpg.jpg
TECH03:2,Microsoft Azure - machine learning,partner,tpc,As cheap as the cheapest,CHEACHEA,,,,CHEACHEA,"Azure Machine Learning not only provides tools to model predictive analytics, but also provides a fully-managed service you can use to deploy your predictive models as ready-to-consume web services.","Azure Machine Learning not only provides tools to model predictive analytics, but also provides a fully-managed service you can use to deploy your predictive models as ready-to-consume web services.",https://azure.microsoft.com/svghandler/machine-learning-studio?width=600&height=315,https://azure.microsoft.com/svghandler/machine-learning-studio?width=600&height=315,,https://azure.microsoft.com/pt-pt/services/machine-learning/,,,,,,,,,,"TECH06:3,TECH03:1,TECH03","TECH03,TECH03:1,TECH03:3",,https://azure.microsoft.com/svghandler/machine-learning-studio?width=600&height=315
TECH74:2,TUDelft Self-Repairing Concrete,partner,tpc,As cheap as the cheapest,CHEACHEA,,,,CHEACHEA,"Bacteria are mixed and distributed evenly throughout the concrete. When rainwater or atmospheric moisture seeps into cracks, the bacteria starts to produce the limestone that repairs the cracks. It’s a similar process to that carried out by osteoplast cells in our body which make bones.","Bacteria are mixed and distributed evenly throughout the concrete. When rainwater or atmospheric moisture seeps into cracks, the bacteria starts to produce the limestone that repairs the cracks. It’s a similar process to that carried out by osteoplast cells in our body which make bones.",https://cdn.cnn.com/cnnnext/dam/assets/150514135740-healing-concrete-tease-super-169.jpg,https://cdn.cnn.com/cnnnext/dam/assets/150514135740-healing-concrete-tease-super-169.jpg,,http://edition.cnn.com/2015/05/14/tech/bioconcrete-delft-jonkers/index.html,,,,,,,,,,"TECH74:3,TECH74:1,TECH74","TECH74,TECH74:1,TECH74:3",,https://cdn.cnn.com/cnnnext/dam/assets/150514135740-healing-concrete-tease-super-169.jpg
TECH06:3,Blue Yonder,partner,tpc,"As cheap as the cheapest
Automate repetitive tasks",CHEACHEA,AUTOTASK,,,"CHEACHEA,AUTOTASK","Blue Yonder Price Optimization is a machine learning solution that delivers retailers optimized pricing decisions for every product, while improving revenue and margins by more than 5%.","Blue Yonder Price Optimization is a machine learning solution that delivers retailers optimized pricing decisions for every product, while improving revenue and margins by more than 5%.",https://www.blueyonder.ai/sites/all/themes/blueyonder/static/_build/images/logo.svg,https://www.blueyonder.ai/sites/all/themes/blueyonder/static/_build/images/logo.svg,,https://www.blue-yonder.com/em,,,,,,,,,,"TECH06:1,TECH06:2,TECH06","TECH03,TECH03:1,TECH03:2,TECH06,TECH06:1,TECH06:2",,https://www.blueyonder.ai/sites/all/themes/blueyonder/static/_build/images/logo.svg
TECH17:5,byAR,partner,tpc,"Continuous Employee Training
As cheap as the cheapest
As convenient as the most convenient",CONTTRAI,CHEACHEA,CONVCONV,,"CONTTRAI,CHEACHEA,CONVCONV","ByAR create digital environments and experiences based on augmented reality and emerging technologies for museums, tourism venues, brands, retail stores, industrial entities and events. Based on Storytelling techniques and always starting with a story, we create Digital Environments, develop Applications, produce Content and design Digital Installations tailored to each project.","ByAR create digital environments and experiences based on augmented reality and emerging technologies for museums, tourism venues, brands, retail stores, industrial entities and events. Based on Storytelling techniques and always starting with a story, we create Digital Environments, develop Applications, produce Content and design Digital Installations tailored to each project.",http://byar.pt/og-image.jpg,http://byar.pt/og-image.jpg,,http://www.byar.pt/,,,,,,,,,,"TECH17:4,TECH17:1,TECH17:2,TECH17","TECH17,TECH17:1,TECH17:2,TECH17:4",,http://byar.pt/og-image.jpg
TECH18:2,C2Sense,partner,tpc,"As cheap as the cheapest
Traceability applications",CHEACHEA,TRACEABI,,,"CHEACHEA,TRACEABI",C2Sense’s solution lies in developing sensors that can monitor volatiles directly related to meat/poultry/fish freshness and fruit ripeness at all stages of the supply chain. It is a result from MIT R&D.,C2Sense’s solution lies in developing sensors that can monitor volatiles directly related to meat/poultry/fish freshness and fruit ripeness at all stages of the supply chain. It is a result from MIT R&D.,http://www.homecrux.com/wp-content/uploads/2015/11/C2Sense%E2%80%99s-artificial-nose-smells-your-food-to-avoid-rotten-produce_3.jpg,http://www.homecrux.com/wp-content/uploads/2015/11/C2Sense%E2%80%99s-artificial-nose-smells-your-food-to-avoid-rotten-produce_3.jpg,,http://www.c2sense.com/,"http://news.mit.edu/2015/sensor-detects-spoiled-meat-0415,http://newatlas.com/fruit-ripeness-sensors/22353/,http://www.homecrux.com/c2senses-artificial-nose-smells-your-food-to-avoid-rotten-produce/38014/",,,,,,,,,"TECH18:4,TECH18:3,TECH18:7,TECH18:8,TECH18:9,TECH18:1,TECH18:6,TECH18","TECH18,TECH18:1,TECH18:3,TECH18:6,TECH18:4,TECH18:7,TECH18:8,TECH18:9",,http://www.homecrux.com/wp-content/uploads/2015/11/C2Sense%E2%80%99s-artificial-nose-smells-your-food-to-avoid-rotten-produce_3.jpg
TECH36:3,Catalyst’s  Delay Mirror,partner,tpc,Virtual try on (remote or instore),VIRTTRYO,,,,VIRTTRYO,"Catalyst’s Delay Mirror allows customers to check themselves from all angles by playing back video recorded moments earlier. When not in use, the screen can run promotional or branding messages and also enables the customer to browse the retailer website.","Catalyst’s Delay Mirror allows customers to check themselves from all angles by playing back video recorded moments earlier. When not in use, the screen can run promotional or branding messages and also enables the customer to browse the retailer website.",/main/img/oldtechimg/Delaymirror.jpg,/main/img/oldtechimg/Delaymirror.jpg,,http://www.catalyst-direct.co.uk/retail_catalyst_delay_mirror.php,,,,,,,,,,"TECH36:2,TECH36:1,TECH36","TECH36,TECH36:1,TECH36:2",,/oldtechimg//main/img/oldtechimg/Delaymirror.jpg.jpg
TECH65:2,CFQD® - Cadmium-free quantum dots,partner,tpc,Auto-sustainable stores & companies,AUTOSUST,,,,AUTOSUST,"CFQD® Quantum Dot technology works by absorbing some of the LED’s light, converting it and re-emitting it with the desired color characteristics. The result is light with the color performance of an incandescent bulb and the efficiency and economy of a LED.","CFQD® Quantum Dot technology works by absorbing some of the LED’s light, converting it and re-emitting it with the desired color characteristics. The result is light with the color performance of an incandescent bulb and the efficiency and economy of a LED.",/main/img/oldtechimg/CFQD.jpg,/main/img/oldtechimg/CFQD.jpg,https://www.youtube.com/watch?v=1cXsHEWy1G4,http://www.nanocotechnologies.com/what-we-do/applications/lighting,,,,,,,,,,"TECH80:1,TECH65:3,TECH65","TECH65,TECH65:1,TECH65:3",,/oldtechimg//main/img/oldtechimg/CFQD.jpg.jpg
TECH20:1,"Chain, Inc",partner,tpc,"Keep your backyard safe
Prevention and Reactive Transparency",SAFEBACK,PREVPROT,,,"SAFEBACK,PREVPROT","Chain is building a suite of blockchain-based tools for banks, stock exchanges, credit-card companies and other major industry participants that will enable them to move, store, trade and manage financial assets quickly, securely and with less risk to the system. Using Chain Core, institutions can launch and operate a blockchain network, or connect to a growing list of other networks that are transforming how assets move around the world.","Chain is building a suite of blockchain-based tools for banks, stock exchanges, credit-card companies and other major industry participants that will enable them to move, store, trade and manage financial assets quickly, securely and with less risk to the system. Using Chain Core, institutions can launch and operate a blockchain network, or connect to a growing list of other networks that are transforming how assets move around the world.",/main/img/oldtechimg/chain.jpg,/main/img/oldtechimg/chain.jpg,,https://chain.com,,,,,,,,,,"TECH20:2,TECH20","TECH20,TECH20:2",,/oldtechimg//main/img/oldtechimg/chain.jpg.jpg
TECH02:3,Cogito,partner,tpc,"Biometric Validation and Analytics
Motion Control",BIOMVALI,MOTICONT,,,"BIOMVALI,MOTICONT","Cogito is a MIT Media lab spinoff that uses real-time emotional intelligence software that incorporates AI and machine learning to analyze voice calls and assist call centers to better interact with their customers in addition to that evaluate and enhance their representatives’ performance. It’s very challenging to understand or read human emotions, which makes it hard to communicate with clients and to satisfy customers, especially on the phone. ","Cogito is a MIT Media lab spinoff that uses real-time emotional intelligence software that incorporates AI and machine learning to analyze voice calls and assist call centers to better interact with their customers in addition to that evaluate and enhance their representatives’ performance. It’s very challenging to understand or read human emotions, which makes it hard to communicate with clients and to satisfy customers, especially on the phone. ",,,,,https://www.cogitocorp.com/,,,,,,,,,"TECH02:2,TECH02","TECH02,TECH02:2",,
TECH01:2,Crowdsight,partner,tpc,"Praise humanity
Reward for each Consumer Journey Step",PRAIHUMA,REWASTEP,,,"PRAIHUMA,REWASTEP","Crowdsight understands the audience's emotional reactions and engagement towards products, content and campaigns. They can collect important data on demographics such as age, gender and ethnicity.","Crowdsight understands the audience's emotional reactions and engagement towards products, content and campaigns. They can collect important data on demographics such as age, gender and ethnicity.",https://sightcorp.com/wp-content/uploads/logo4.png,https://sightcorp.com/wp-content/uploads/logo4.png,,http://sightcorp.com/crowdsight/,,,,,,,"TECH01,TECH02",,,"TECH01:3,TECH01","TECH01,TECH01:3",,https://sightcorp.com/wp-content/uploads/logo4.png
TECH16:4,Cue,partner,tpc,Health Support Range,HEALSUPP,,,,HEALSUPP,"Cue’s advanced, composite microfluidic system and state-of- the-art biosensors convert a biological sample into digital information about our health. ","Cue’s advanced, composite microfluidic system and state-of- the-art biosensors convert a biological sample into digital information about our health. ",https://cdn.vox-cdn.com/thumbor/eI7STDgPgT8W9WFLbliSApf3LRo=/0x23:1326x907/1200x800/filters:focal(0x23:1326x907)/cdn.vox-cdn.com/uploads/chorus_image/image/34215345/Cue_Inflammation_Exclusive_to_Verge__1_.0.png,https://cdn.vox-cdn.com/thumbor/eI7STDgPgT8W9WFLbliSApf3LRo=/0x23:1326x907/1200x800/filters:focal(0x23:1326x907)/cdn.vox-cdn.com/uploads/chorus_image/image/34215345/Cue_Inflammation_Exclusive_to_Verge__1_.0.png,,https://cue.me/product,,,,,,,,,,"TECH16:3,TECH16:2,TECH16:1,TECH16","TECH16,TECH16:1,TECH16:2,TECH16:3",,https://cdn.vox-cdn.com/thumbor/eI7STDgPgT8W9WFLbliSApf3LRo=/0x23:1326x907/1200x800/filters:focal(0x23:1326x907)/cdn.vox-cdn.com/uploads/chorus_image/image/34215345/Cue_Inflammation_Exclusive_to_Verge__1_.0.png
PRT085,Cuisine Soleil,partner,jgp,Range of Gut-Friendly Food,PROBIOTI,,,,PROBIOTI,"Cuisine Soleil found success on foreign markets with its grilled lentils healthy snacks, sold everywhere in Canada but also in France and Mexico. Since 2017, strated a metamorphosis. It set up an agri-food facility in Val-d'Or (Québec), where it now develops new innovating products such as gluten-free flour made of millet, coconut or buckwheat. Cuisine Soleil received the Food Innovation Award from the Council of Food Manufacturing of Québec (CTAQ) and the Organic Innovator of the Year Award from the Canadian Organic Tade Association (COTA)","Cuisine Soleil found success on foreign markets with its grilled lentils healthy snacks, sold everywhere in Canada but also in France and Mexico. Since 2017, strated a metamorphosis. It set up an agri-food facility in Val-d'Or (Québec), where it now develops new innovating products such as gluten-free flour made of millet, coconut or buckwheat. Cuisine Soleil received the Food Innovation Award from the Council of Food Manufacturing of Québec (CTAQ) and the Organic Innovator of the Year Award from the Canadian Organic Tade Association (COTA)",,,,https://cuisinesoleil.com/en/,,,,,,website went down,,,,,,,
TECH26:2,E’gv® STANDARD,partner,tpc,"As cheap as the cheapest
Automate repetitive tasks",CHEACHEA,AUTOTASK,,,"CHEACHEA,AUTOTASK","Dematic AGV Systems follow configurable guide paths to optimize storage, picking, and transport functions in a wide variety of environments where space is at a premium. Our unmatched portfolio of AGV systems boost productivity, limit product damage, reduce labor costs, and scale to support growing automation operations.","Dematic AGV Systems follow configurable guide paths to optimize storage, picking, and transport functions in a wide variety of environments where space is at a premium. Our unmatched portfolio of AGV systems boost productivity, limit product damage, reduce labor costs, and scale to support growing automation operations.",/main/img/oldtechimg/egv.jpg,/main/img/oldtechimg/egv.jpg,,https://www.dematic.com/en-us/products/products-overview/agv-systems/,,,,,,,,,,"TECH26:4,TECH26:3,TECH26:1,TECH26:5,TECH26","TECH26,TECH26:1,TECH26:3,TECH26:4,TECH26:5",,/oldtechimg//main/img/oldtechimg/egv.jpg.jpg
TECH60:2,Agility3,partner,tpc,Continuous Employee Training,CONTTRAI,,,,CONTTRAI,"Develops stunning 3D virtual environments that are tailored to the needs, specifications and budget and configured to run efficiently and effectively within a simulation platform. We are able to develop from a wide range of data sources. It can source it's own data. With lighting effects, collision volumes and building interiors the virtual environments can enhance the realism, immersion and accuracy of the simulation.","Develops stunning 3D virtual environments that are tailored to the needs, specifications and budget and configured to run efficiently and effectively within a simulation platform. We are able to develop from a wide range of data sources. It can source it's own data. With lighting effects, collision volumes and building interiors the virtual environments can enhance the realism, immersion and accuracy of the simulation.",/main/img/oldtechimg/agility3.jpg,/main/img/oldtechimg/agility3.jpg,,http://www.agility3.co.uk/,,,,,,,,,,"TECH60:1,TECH60","TECH60,TECH60:1",,/oldtechimg//main/img/oldtechimg/agility3.jpg.jpg
TECH72:1,Connected Robotics,partner,tpc,"Quick deliveries
Agile shopping experience
As convenient as the most convenient
As cheap as the cheapest",QICKDLVR,AGILSHOP,CONVCONV,CHEACHEA,"QICKDLVR,AGILSHOP,CONVCONV,CHEACHEA",Drones can be customized  for the the operation needed. Along with a web interface the following can be done: Track all your drones in real time; Follow delivery status (both sender and receiver); Check security approvals; Define new deliveries; Setup warehouses; Setup consumers; Setup and manage destinations; Abort flights.,Drones can be customized  for the the operation needed. Along with a web interface the following can be done: Track all your drones in real time; Follow delivery status (both sender and receiver); Check security approvals; Define new deliveries; Setup warehouses; Setup consumers; Setup and manage destinations; Abort flights.,https://connect-robotics.com/assets/logo.png,https://connect-robotics.com/assets/logo.png,,http://connect-robotics.com/,,,,,,,,,,"TECH72:2,TECH72:3,TECH72","TECH72,TECH72:2,TECH72:3",,https://connect-robotics.com/assets/logo.png
TECH69:2,Drone Scan,partner,tpc,"As cheap as the cheapest
Automate repetitive tasks",CHEACHEA,AUTOTASK,,,"CHEACHEA,AUTOTASK","DroneScan has developed an airborne data collection system to provide large, uniform warehouses with a robotic solution for stock take (inventory), providing live feedback and integration with database systems such as SAP. ","DroneScan has developed an airborne data collection system to provide large, uniform warehouses with a robotic solution for stock take (inventory), providing live feedback and integration with database systems such as SAP. ",/main/img/oldtechimg/drone scan.jpg,/main/img/oldtechimg/drone scan.jpg,,http://www.dronescan.co/,,,,,,,,,,"TECH69:1,TECH69","TECH69,TECH69:1",,/oldtechimg//main/img/oldtechimg/drone scan.jpg.jpg
TECH79:5,Powerwall,partner,tpc,Commercialize Renewable energy ,COMMRENE,,,,COMMRENE,"During the day, solar panels may produce more energy than your home uses. Powerwall stores that excess solar energy and makes it available on demand, even after the sun has set. Through the Tesla app, full visibility into the self-powered home can be achieved.","During the day, solar panels may produce more energy than your home uses. Powerwall stores that excess solar energy and makes it available on demand, even after the sun has set. Through the Tesla app, full visibility into the self-powered home can be achieved.",https://www.tesla.com/sites/default/files/images/marketing/powerwall-social.jpg,https://www.tesla.com/sites/default/files/images/marketing/powerwall-social.jpg,,https://www.tesla.com/powerwall,,,,,,,,,,"TECH79:1,TECH79:4,TECH79:2,TECH79:3,TECH79","TECH79,TECH79:1,TECH79:2,TECH79:3,TECH79:4",,https://www.tesla.com/sites/default/files/images/marketing/powerwall-social.jpg
PRT090,Last-Minute Discounts,partner,tpc,Temporary Exclusive Campaigns,TEMPCAMP,,,,TEMPCAMP,"Eatizz is a Canadian startup that offers a simple and clever solution to users which are notified when shopkeeper offer discounted food (close to sales’ expiry date, unsold products) in their neighborhood.","Eatizz is a Canadian startup that offers a simple and clever solution to users which are notified when shopkeeper offer discounted food (close to sales’ expiry date, unsold products) in their neighborhood.",https://innovationmtl.files.wordpress.com/2017/01/eatizz-pub.png,https://innovationmtl.files.wordpress.com/2017/01/eatizz-pub.png,,https://www.eatizz.com/en/,,,,,,,,,,,,,https://innovationmtl.files.wordpress.com/2017/01/eatizz-pub.png
TECH43:4,EcoSol®,partner,tpc,"Alternative materials to plastic
Rethink packages",ALTEPLAS,RETHPACK,,,"ALTEPLAS,RETHPACK","EcoSol® is a water soluble, biodegradable, polyvinyl alcohol (PVOH) film ideally suited for various packaging applications. Water soluble PVOH bags, sachets, or pouches created from this unique, technically advanced film provide a convenient, safe, and economical delivery system for a wide range of products.","EcoSol® is a water soluble, biodegradable, polyvinyl alcohol (PVOH) film ideally suited for various packaging applications. Water soluble PVOH bags, sachets, or pouches created from this unique, technically advanced film provide a convenient, safe, and economical delivery system for a wide range of products.",https://www.cortecpackaging.com/wp-content/uploads/2018/08/EcoSol.jpg,https://www.cortecpackaging.com/wp-content/uploads/2018/08/EcoSol.jpg,,https://www.cortecvci.com/products/vpci-packaging-products/ecosol-water-soluble-packaging-solution/,https://thewaternetwork.com/article-FfV/water-soluble-packaging-f1Rl4Iex5XCR_9LD7rRjNA,,,,,,,,,"TECH43:5,TECH43:3,TECH43,TECH43:6","TECH43,TECH43:3,TECH43:5,TECH43:6",,https://www.cortecpackaging.com/wp-content/uploads/2018/08/EcoSol.jpg
TECH54:1,Big Eye,partner,tpc,Traceability applications,TRACEABI,,,,TRACEABI,"End-to-end transparency through B2B Fish Procurement Powered by the Public Ledger Technology (known as Blockchain), fish buyers can now be automatically notified about their suppliers’ trustability level, having artificial intelligence working to ensure fraud-free information and supply chain transparency.","End-to-end transparency through B2B Fish Procurement Powered by the Public Ledger Technology (known as Blockchain), fish buyers can now be automatically notified about their suppliers’ trustability level, having artificial intelligence working to ensure fraud-free information and supply chain transparency.",http://www.bitcliq.com/bigeye/images/BE-Kit.png,http://www.bitcliq.com/bigeye/images/BE-Kit.png,,http://www.bitcliq.com/bigeye/,,,,,,,,,,"TECH54:3,TECH54","TECH54,TECH54:3",,http://www.bitcliq.com/bigeye/images/BE-Kit.png
