Trend ID,Trend Title,Main mega trend,Images,New Description,Word Count,Old description,threat_categories,helper
MT51,Healthy Junk Food,Experiences,https://images.pexels.com/photos/416594/pexels-photo-416594.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,1,"Snacks considered to be junk food are getting a healthy makeover with “better for you” ingredients. Snack makers are using ingredients perceived as being “better for you” as a virtue-signaling mechanism to induce health-conscious consumers to try snacks that may have previously been off limits for health and nutrition reasons. Healthful ingredients like avocado and coconut oil along with plant-based proteins are changing the face of so-called ‘junk food'. Novel ingredients like jackfruit and moringa are also finding their way into junk food, which are challenging consumer perceptions. Look for innovators to disrupt popular, but nutrition-challenged sectors like puffed snacks with products like Vedic Brands Lily Puffs which is part of a wave of healthful puffed snacks made from the seeds of an Asian water lily plant.","vocabulary_ich_1287,vocabulary_ich_1264,vocabulary_ich_1269","vocabulary_ich_1287,vocabulary_ich_1264,vocabulary_ich_1269,"
MT52,Genderless  / Gender Neutral,Corporate Responsibility,https://images.pexels.com/photos/1209843/pexels-photo-1209843.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,1,"Changing views toward gender identity are impacting the beauty market by blurring the lines between female and male beauty. The blurring of these traditional binary gender identities is opening the door for concepts like genderless beauty and other crossover innovation. The first makeup stores for men will make an appearance this year like MMUK Man's new brick-and-mortar store in the UK together with fragrances that are appropriate for all genders and other game-changing developments.

",vocabulary_ich_1284,"vocabulary_ich_1284,"
MT59,Bulk Foods,Sustainability,https://images.pexels.com/photos/1479192/pexels-photo-1479192.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,"A single family will probably have numerous diet restrictions: grandma is lactose intolerant, the father is gluten--free and the older daughter is trying a vegan regimen. The criteria of this family's shopping list is almost impossible to meet – and that's why they'll prefer the retailer who provides them a customized service that addresses all their needs. By reducing the amount of plastic needed for packaging, bulk food is a win-win situation to the customer, the retailer, and the planet.",80,"Everyone's a winner when it comes to buying in bulk: manufacturers, retailers, consumers, and the earth.

According to Melissa Breyer at TreeHugger, bulk purchasing may “require less overall transportation for delivery to consumers. There is much less packaging that needs to be produced and transported prior to being filled.” Not only does that benefit packaging manufacturers, but it's also a win for the environment.

F&B managers and C-store owners who want to start stocking bulk products in their stores should check out these 12 recent trends and practices regarding bulk food.",vocabulary_ich_1286,"vocabulary_ich_1286,"
MT61,New Luxury,Sustainability,https://images.pexels.com/photos/949590/pexels-photo-949590.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,,1,"But today we are witnessing a different phenomenon:
the democratization of luxury. We define it as middlemarket
consumers selectively trading up to higher levels
of quality, taste, and aspiration.
The democratization of luxury is occurring across a
surprisingly broad set of categories, and it is destabilizing
competition, creating new winners and losers,
and offering new rules for brand strategy. Already,
this force has transformed a score of markets. (See
Exhibit 1.) Many more categories are ripe for the taking.
The question for established marketers is, Who
will be first to bring the new luxury to my category? ","vocabulary_ich_1263,vocabulary_ich_1286","vocabulary_ich_1263,vocabulary_ich_1286,"
MT62,Storytelling,Experiences,https://images.pexels.com/photos/1043512/pexels-photo-1043512.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,"Consumers want to know the story of the product. A study conducted by Origin/Hill Holiday found that people are willing to pay more for a product that's accompanied by a narrative - its perceived value will increase if it's followed by the producer's story, another user's review or any other type of content that helps people relating to that particular item or service.",63,"Consumers perceive higher value in products that tell a tale, have a backstory, show humanity. The following experiment by Origin/Hill Holliday depicts the trend clearly.
https://www.adweek.com/files/imagecache/node-blog/telling-tales.png","vocabulary_ich_1287,vocabulary_ich_1263","vocabulary_ich_1287,vocabulary_ich_1263,"
MT63,Instant Gratification,Continuous Connection,https://images.pexels.com/photos/191160/pexels-photo-191160.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,"Consumer's attention span has been abruptly decreasing for the past few years. If a brand can't communicate its messages or value propositions in the first seconds of the conversation, people will look for something else. Customers expect to be immediately served and will have no mercy for the runner up in the delivery race. Whoever's serves first, serves better. ",60,"Consumers are, by now used to being served right when they want. Action movies and pop songs have to hook people continuously with multiple climaxes and repeating choruses. If whatever product/service/experience does not immediately and continuously please the consumer, they will move on to something else. ","vocabulary_ich_1268,vocabulary_ich_1287","vocabulary_ich_1268,vocabulary_ich_1287,"
MT65,Fear Of Missing Out,Continuous Connection,https://images.pexels.com/photos/897817/pexels-photo-897817.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,"FOMO defines the fear of not getting in on a deal, experience, event or other activity, strongly correlated with social pressure. It is not exactly recent/emergent, but is today increasingly relevant, and is most prevalent among millenials and younger generations, in/entering prime spending age.
Marketing tends to overuse this concept to motivate consumers to do last-minute purchasing decisions. This has to be done with care, as it risks frustrating loyal customers who will then be tired of having their hand forced.",80,"FOMO defines the fear of not getting in on a deal, experience, event or other activity, strongly correlated with social pressure. It is not exactly recent/emergent, but is today increasingly relevant, and is most prevalent among millenials and younger generations, in/entering prime spending age.
Marketing tends to overuse this concept to motivate consumers to do last-minute purchasing decisions. This has to be done with care, as it risks frustrating loyal customers who will then be tired of having their hand forced.",vocabulary_ich_1268,"vocabulary_ich_1268,"
MT71,Flexible Workplaces,Seamlessness/Ease,https://images.pexels.com/photos/938965/pexels-photo-938965.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,"The number of offices with a desk rotation policy is increasing everywhere. Workers are valuing the convenience that flexible work stations represent, as well as the freedom to work from home.",31,"The office-space empire WeWork was founded eight years ago in New York. It currently leases 240,000 sq metres of real estate in London alone, which reportedly makes it the city's largest user of offices after the British government. The basic deal is simple enough: you can either pay to put your laptop wherever there is space, or stump up a little more for a more dependable desk or entire office – and, in either case, take advantage of the fact that, with operations in 20 countries, WeWork offers the chance to traverse the planet and temporarily set up shop in no end of locations.","vocabulary_ich_1267,vocabulary_ich_1284,vocabulary_ich_1269,vocabulary_ich_1286","vocabulary_ich_1267,vocabulary_ich_1284,vocabulary_ich_1269,vocabulary_ich_1286,"
MT72,Too Much Choice/ Simplification,Seamlessness/Ease,https://images.pexels.com/photos/41219/apple-diet-face-food-41219.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,Too much choice can be as harmful as no choice at all: just think of the time you spend trying to choose what to watch on Netflix. AI and Data mining are helping customers making some sense of the chaos with shopping list recommendations or customized campaigns. ,48,"This trend includes both AI/ML solutions for simplifying users' choice and just running a low-stock retail offer.
Too many options scare customers out of buying. Shrinking variety can increase overall profitability. https://www.businessinsider.com/why-too-much-choice-is-bad-2018-10 https://blog.salecycle.com/featured/is-choice-paralysis-a-problem-for-online-retailers/","vocabulary_ich_1265,vocabulary_ich_1269","vocabulary_ich_1265,vocabulary_ich_1269,"
MT74,Schizophrenic Consumption,Informed People,https://images.pexels.com/photos/346752/pexels-photo-346752.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,"Schizophrenic (or non-linear) consumption portrays the fact that some consumers are willing to spend less money on some purchases so that they can dive into some other indulgences (e.g. exclusively buying white brand food to save for an iPhone). This behavior can be fostered by financial savviness or can simply be arbitrary. 
Harvard Business review shows how middle-market consumers “tend to trade up to the premium product in categories that are important to them but trade down—buying a low-cost brand or private label, or even going without—in categories that are less meaningful to them”.",94,"There is an increasing segment of consumers that is financial-savvy, responsibly saving in many aspects such as food and comfort, but then caving to indulgences as ""guilty pleasures"" with some frequency, buying a premium luxury fashion item, trip, or gadget.","vocabulary_ich_1287,vocabulary_ich_1263,vocabulary_ich_1269","vocabulary_ich_1287,vocabulary_ich_1263,vocabulary_ich_1269,"
MT75,Mini-Doses,Hiper Personalization,https://images.pexels.com/photos/1574676/pexels-photo-1574676.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,The number of people with particular diets is increasing and food retailers must adapt. People want a customized service for every situation (e.g. 2 people in a couple buying 2 different meals and still eating together),36,Individual doses for the individual tastes. E.g. 2 people in a couple buying 2 different meals and still eating together (supermarket/ubereats),"vocabulary_ich_1267,vocabulary_ich_1269,vocabulary_ich_1286","vocabulary_ich_1267,vocabulary_ich_1269,vocabulary_ich_1286,"
MT76,Meaningfull Work,Experiences,https://images.pexels.com/photos/450271/pexels-photo-450271.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,"People, particularly millennials, are increasingly looking for careers with a purpose and avoiding jobs with meaningless repetitive tasks.",18,Ninguém quer fazer trabalhos repetitivos ou que não acrescentam valor ou impacto significativo. Todos querem ficar na história.,"vocabulary_ich_1265,vocabulary_ich_1287,vocabulary_ich_1263,vocabulary_ich_1284,vocabulary_ich_1286","vocabulary_ich_1265,vocabulary_ich_1287,vocabulary_ich_1263,vocabulary_ich_1284,vocabulary_ich_1286,"
MT77,Animal Rights,Corporate Responsibility,https://images.pexels.com/photos/406014/pexels-photo-406014.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,The fight against animal cruelty keeps gathering new supporters and some paradigms such as bullfighting and slaughterhouses may have their days counted.,22,"Animal rights movements gaining traction and igniting discussion all over the world. Notably: Vegetarianism, slaughterhouse scandals, bullfighting etc","vocabulary_ich_1263,vocabulary_ich_1284","vocabulary_ich_1263,vocabulary_ich_1284,"
